	Date	bitrate
309	2018-05-06 00:00:00+00:00	-0.010606598961155188
310	2018-05-07 00:00:00+00:00	-0.010644435731445339
311	2018-05-08 00:00:00+00:00	-0.011031548774299883
312	2018-05-09 00:00:00+00:00	-0.005329661933293193
313	2018-05-10 00:00:00+00:00	-0.00293801924909283
314	2018-05-11 00:00:00+00:00	-0.0052814979754438095
315	2018-05-12 00:00:00+00:00	-0.007675456733061019
316	2018-05-13 00:00:00+00:00	-0.012963501994140803
317	2018-05-14 00:00:00+00:00	-0.011366500651723704
318	2018-05-15 00:00:00+00:00	-0.006506574914302159
319	2018-05-16 00:00:00+00:00	-0.004995557435498439
320	2018-05-17 00:00:00+00:00	-0.0011039969258770346
321	2018-05-18 00:00:00+00:00	-0.002181643630801801
322	2018-05-19 00:00:00+00:00	-0.006746435976003858
323	2018-05-20 00:00:00+00:00	-0.029196756159562572
324	2018-05-21 00:00:00+00:00	-0.01364188046831153
325	2018-05-22 00:00:00+00:00	-0.007831947249824677
326	2018-05-23 00:00:00+00:00	-0.005789200728718417
327	2018-05-24 00:00:00+00:00	-0.006557131455579858
328	2018-05-25 00:00:00+00:00	-0.0063401999791865525
329	2018-05-26 00:00:00+00:00	-0.007708448548653376
330	2018-05-27 00:00:00+00:00	-0.014780926578696008
331	2018-05-28 00:00:00+00:00	-0.01596276715450684
332	2018-05-29 00:00:00+00:00	-0.006692124573278502
333	2018-05-30 00:00:00+00:00	0.0027774002657328088
334	2018-05-31 00:00:00+00:00	0.00601645924971345
335	2018-06-01 00:00:00+00:00	-0.0013435982046643502
336	2018-06-02 00:00:00+00:00	-0.005628933262753794
337	2018-06-03 00:00:00+00:00	-0.013207343697369657
338	2018-06-04 00:00:00+00:00	-0.014043486115787233
339	2018-06-05 00:00:00+00:00	-0.00531746408140721
340	2018-06-06 00:00:00+00:00	-0.005408969714149983
341	2018-06-07 00:00:00+00:00	-0.00542337061517393
342	2018-06-08 00:00:00+00:00	-0.004332332332177199
343	2018-06-09 00:00:00+00:00	-0.005547986914973663
344	2018-06-10 00:00:00+00:00	-0.01413810748886873
345	2018-06-11 00:00:00+00:00	-0.015201571459927756
346	2018-06-12 00:00:00+00:00	-0.004870115493112093
347	2018-06-13 00:00:00+00:00	-0.0018642729919421236
348	2018-06-14 00:00:00+00:00	-0.0015218805722864719
349	2018-06-15 00:00:00+00:00	-0.0014750558130076064
350	2018-06-16 00:00:00+00:00	-0.005047913187371387
351	2018-06-17 00:00:00+00:00	-0.012777211917266683
352	2018-06-18 00:00:00+00:00	-0.012451388740339932
353	2018-06-19 00:00:00+00:00	-0.00328600524875392
354	2018-06-20 00:00:00+00:00	-0.0021821290191574045
355	2018-06-21 00:00:00+00:00	-0.0017865056595146402
356	2018-06-22 00:00:00+00:00	-0.003927165311050019
357	2018-06-23 00:00:00+00:00	-0.003501712949641048
358	2018-06-24 00:00:00+00:00	-0.01286721654122638
359	2018-06-25 00:00:00+00:00	-0.01333756917746605
360	2018-06-26 00:00:00+00:00	-0.0039392238626107514
361	2018-06-27 00:00:00+00:00	-0.0022149334435545153
362	2018-06-28 00:00:00+00:00	0.00014585015215713877
363	2018-06-29 00:00:00+00:00	-0.0012634938453214128
364	2018-06-30 00:00:00+00:00	-0.007019394203107526
365	2018-07-01 00:00:00+00:00	-0.015897349052702313
366	2018-07-02 00:00:00+00:00	-0.015350461283602745
367	2018-07-03 00:00:00+00:00	-0.007897981058921241
368	2018-07-04 00:00:00+00:00	-0.007946826714564335
369	2018-07-05 00:00:00+00:00	-0.008370432464500612
370	2018-07-06 00:00:00+00:00	-0.008449911826662604
371	2018-07-07 00:00:00+00:00	-0.010641123053432568
372	2018-07-08 00:00:00+00:00	-0.019951329920310533
373	2018-07-09 00:00:00+00:00	-0.01905749278202401
374	2018-07-10 00:00:00+00:00	-0.010967380900830947
375	2018-07-11 00:00:00+00:00	-0.00784059621999193
376	2018-07-12 00:00:00+00:00	-0.007547970028196176
377	2018-07-13 00:00:00+00:00	-0.0045522851532925224
378	2018-07-14 00:00:00+00:00	-0.011777750663964547
379	2018-07-15 00:00:00+00:00	-0.020768077339289214
380	2018-07-16 00:00:00+00:00	-0.018463106274781496
381	2018-07-17 00:00:00+00:00	-0.01007112785853397
382	2018-07-18 00:00:00+00:00	-0.00908713584205869
383	2018-07-19 00:00:00+00:00	-0.008751064461618793
384	2018-07-20 00:00:00+00:00	-0.008715645249126984
385	2018-07-21 00:00:00+00:00	-0.010620508907222551
386	2018-07-22 00:00:00+00:00	-0.017734670580897796
387	2018-07-23 00:00:00+00:00	-0.016211073571760153
388	2018-07-24 00:00:00+00:00	-0.009483980235386241
389	2018-07-25 00:00:00+00:00	-0.006422687176063582
390	2018-07-26 00:00:00+00:00	-0.00916104190706471
391	2018-07-27 00:00:00+00:00	-0.010072915733053462
392	2018-07-28 00:00:00+00:00	-0.011967357474852246
393	2018-07-29 00:00:00+00:00	-0.019419120555788382
394	2018-07-30 00:00:00+00:00	-0.016149676585869452
395	2018-07-31 00:00:00+00:00	-0.009078770955044044
396	2018-08-01 00:00:00+00:00	-0.006695320100901057
397	2018-08-02 00:00:00+00:00	-0.006795300702213396
398	2018-08-03 00:00:00+00:00	-0.008153091482936962
399	2018-08-04 00:00:00+00:00	-0.01136103296734776
400	2018-08-05 00:00:00+00:00	-0.020010218186747628
401	2018-08-06 00:00:00+00:00	-0.018353186212638754
402	2018-08-07 00:00:00+00:00	-0.01035719060404805
403	2018-08-08 00:00:00+00:00	-0.007628839359005821
404	2018-08-09 00:00:00+00:00	-0.00734022133520529
405	2018-08-10 00:00:00+00:00	-0.007207752235013266
406	2018-08-11 00:00:00+00:00	-0.008260394873994468
407	2018-08-12 00:00:00+00:00	-0.016360945930717047
408	2018-08-13 00:00:00+00:00	-0.013666676732295872
409	2018-08-14 00:00:00+00:00	-0.012698772847544471
410	2018-08-15 00:00:00+00:00	-0.013754651966035154
411	2018-08-16 00:00:00+00:00	-0.00963515011919834
412	2018-08-17 00:00:00+00:00	-0.009949955991279935
413	2018-08-18 00:00:00+00:00	-0.014088180718519883
414	2018-08-19 00:00:00+00:00	-0.020601007764256597
415	2018-08-20 00:00:00+00:00	-0.02303734337820229
416	2018-08-21 00:00:00+00:00	-0.007730855154327787
417	2018-08-22 00:00:00+00:00	-0.010904123610686583
418	2018-08-23 00:00:00+00:00	-0.011436469551860716
419	2018-08-24 00:00:00+00:00	-0.007340336881804511
420	2018-08-25 00:00:00+00:00	-0.01016359297696123
421	2018-08-26 00:00:00+00:00	-0.016819400635620773
422	2018-08-27 00:00:00+00:00	-0.015287982714593178
423	2018-08-28 00:00:00+00:00	-0.011323494509772027
424	2018-08-29 00:00:00+00:00	-0.004533192086037478
425	2018-08-30 00:00:00+00:00	-0.005699510703279587
426	2018-08-31 00:00:00+00:00	-0.006092050703862328
427	2018-09-01 00:00:00+00:00	-0.008056180175305759
428	2018-09-02 00:00:00+00:00	-0.014449566062241976
429	2018-09-03 00:00:00+00:00	-0.014318735273266447
430	2018-09-04 00:00:00+00:00	-0.0077888009616547405
431	2018-09-05 00:00:00+00:00	-0.006691403068362667
432	2018-09-06 00:00:00+00:00	-0.007069795384175731
433	2018-09-07 00:00:00+00:00	-0.006761667229153179
434	2018-09-08 00:00:00+00:00	-0.011131532615209647
435	2018-09-09 00:00:00+00:00	-0.012975313418894047
436	2018-09-10 00:00:00+00:00	-0.013934172238452967
437	2018-09-11 00:00:00+00:00	-0.007534687322740779
438	2018-09-12 00:00:00+00:00	-0.005305710109731824
439	2018-09-13 00:00:00+00:00	-0.0037685736468015024
440	2018-09-14 00:00:00+00:00	-0.005119517742270624
441	2018-09-15 00:00:00+00:00	-0.006234323365705568
442	2018-09-16 00:00:00+00:00	-0.01093839719137243
443	2018-09-17 00:00:00+00:00	-0.011389355418223309
444	2018-09-18 00:00:00+00:00	-0.005956876896611847
445	2018-09-19 00:00:00+00:00	-0.003907595117632182
446	2018-09-20 00:00:00+00:00	-0.004954200037448779
447	2018-09-21 00:00:00+00:00	-0.005131606326119489
448	2018-09-22 00:00:00+00:00	-0.006333511357688308
449	2018-09-23 00:00:00+00:00	-0.01021109684997979
450	2018-09-24 00:00:00+00:00	-0.008761044703419138
451	2018-09-25 00:00:00+00:00	-0.005542577729503334
452	2018-09-26 00:00:00+00:00	-0.004096893786767716
453	2018-09-27 00:00:00+00:00	-0.002103826082602868
454	2018-09-28 00:00:00+00:00	0.0006890652178627417
455	2018-09-29 00:00:00+00:00	-0.0011344176451768338
456	2018-09-30 00:00:00+00:00	-0.00857091021802831
457	2018-10-01 00:00:00+00:00	-0.008339092509600363
458	2018-10-02 00:00:00+00:00	-0.004120352450527545
459	2018-10-03 00:00:00+00:00	-0.00031739573000534507
460	2018-10-04 00:00:00+00:00	-0.0009504046182562793
461	2018-10-05 00:00:00+00:00	-0.0018584043266812
462	2018-10-06 00:00:00+00:00	-0.0030612487220979825
463	2018-10-07 00:00:00+00:00	-0.010249526445448161
464	2018-10-08 00:00:00+00:00	-0.009144528901110078
465	2018-10-09 00:00:00+00:00	-0.004652223083904235
466	2018-10-10 00:00:00+00:00	-0.0052727760502469904
467	2018-10-11 00:00:00+00:00	-0.0011269414080658656
468	2018-10-12 00:00:00+00:00	-0.00039659004640846696
469	2018-10-13 00:00:00+00:00	-0.002469380743529046
470	2018-10-14 00:00:00+00:00	-0.011339987497085036
471	2018-10-15 00:00:00+00:00	-0.010942189625629775
472	2018-10-16 00:00:00+00:00	-0.0043658001569011895
473	2018-10-17 00:00:00+00:00	-0.0005063185222178752
474	2018-10-18 00:00:00+00:00	-0.0013044159068933891
475	2018-10-19 00:00:00+00:00	-0.0019015451255407038
476	2018-10-20 00:00:00+00:00	-0.001877543093170273
477	2018-10-21 00:00:00+00:00	-0.00850810543220653
478	2018-10-22 00:00:00+00:00	-0.009863828553358135
